# plugin	O-simpleAdditive
# uiRoot	Source/ui/public
# generated	2026-08-28T04:24:18.584Z
# NOTE	class is a SUGGESTION WITH A REASON, never a silent drop. Read every UNSURE and every DELETE row.
# source	file	line	selector	attr	class	keyed	suggestedKey	text	reason
html-text	index.html	169	h2.group-title		LABEL	no	group-title.output	Output	prose survives the readout filter
html-text	index.html	173	div.knob-label		LABEL	no	knob-label.level	Level	prose survives the readout filter
html-text	index.html	174	#val-outputLevel		READOUT	no	val-outputLevel	0.0 dB	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	183	div.tour-label		LABEL	no	tour-label.lesson-presets	Lesson Presets	prose survives the readout filter
html-text	index.html	185	button.tour-btn		LABEL	yes	tour-btn.pure-sine	Pure Sine	prose survives the readout filter
html-text	index.html	186	button.tour-btn		LABEL	yes	tour-btn.sawtooth	Sawtooth	prose survives the readout filter
html-text	index.html	187	button.tour-btn		LABEL	yes	tour-btn.square	Square	prose survives the readout filter
html-text	index.html	188	button.tour-btn		LABEL	yes	tour-btn.organ	Organ	prose survives the readout filter
html-text	index.html	189	button.tour-btn		LABEL	yes	tour-btn.morph-pad	Morph Pad	prose survives the readout filter
html-text	index.html	190	button.tour-btn		LABEL	yes	tour-btn.lo-fi-bells	Lo-Fi Bells	prose survives the readout filter
html-text	index.html	192	#tourCaption		LABEL	no	tourCaption	Hover any control for an explanation · pick a lesson to hear a concept.	prose survives the readout filter
html-text	index.html	197	div.keyboard-label		UNSURE	no	keyboard-label.play	Play ·	the element holds element children as well as this text — key the text in its own <span>, or applyLabel will delete the siblings
html-text	index.html	197	span.kbd-hint		LABEL	no	kbd-hint.click-the-keys-or	click the keys or use your computer keyboard (A S D F G H J K · W E T Y U)	prose survives the readout filter
html-attr	index.html	67	#combo-frameBSource	aria-label	LABEL	no	combo-frameBSource	Frame B source	prose survives the readout filter
html-attr	index.html	102	#combo-bitDepth	aria-label	LABEL	no	combo-bitDepth	Bit depth	prose survives the readout filter
html-attr	index.html	198	#keyboard	aria-label	LABEL	no	keyboard	On-screen keyboard	prose survives the readout filter
js-composed	js/app.js	211	cell.innerHTML		LABEL	no	ui.div-class-drawbar-id	<div class="drawbar" id="drawbar-${id}" role="slider" tabindex="0" aria-label="Partial ${k} level">	prose sits OUTSIDE the interpolation — needs a {token} entry, not a flat one
js-composed	js/app.js	234	valEl.textContent		READOUT	no	ui.pct	${pct}	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
js-composed	js/app.js	421	tip.innerHTML		LABEL	no	ui.span-class-tip-title	<span class="tip-title">${entry[0]}</span>${entry[1]}	prose sits OUTSIDE the interpolation — needs a {token} entry, not a flat one
